,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
10412,2018-10-01,Delhi,76.56,182.58,8.67,6.24,1.09,50.15,139.0,Moderate
84935,2018-10-01,Hyderabad,60.06,128.2,39.77,3.47,0.52,34.54,124.0,Moderate
62712,2018-10-01,Bengaluru,22.57,54.82,27.84,3.66,1.09,12.21,85.0,Satisfactory
43895,2018-10-01,Delhi,78.19,209.75,23.28,17.33,1.05,23.7,147.0,Moderate
29969,2018-10-01,Delhi,77.69,295.28,32.02,20.29,1.2,31.09,205.0,Poor
87568,2018-10-01,Hyderabad,62.88,125.45,70.46,7.55,0.32,6.15,136.0,Moderate
83820,2018-10-01,Hyderabad,59.42,95.13,16.93,5.92,0.43,15.0,116.0,Moderate
48853,2018-10-01,Delhi,52.29,132.85,20.81,10.55,0.6,56.84,175.0,Moderate
32860,2018-10-01,Delhi,47.7,120.66,14.66,6.03,1.22,34.08,110.0,Moderate
60278,2018-10-01,Bengaluru,29.21,70.05,28.17,7.84,1.02,6.6,90.0,Satisfactory
17048,2018-10-01,Delhi,67.57,275.35,39.86,13.02,2.5,30.89,188.0,Moderate
1773,2018-10-01,Visakhapatnam,73.3,125.23,29.07,3.69,0.52,47.84,157.0,Moderate
48123,2018-10-01,Delhi,57.0,160.04,28.08,7.27,1.58,34.65,129.0,Moderate
63442,2018-10-01,Bengaluru,17.3,41.54,17.93,2.17,0.76,26.68,72.0,Satisfactory
50617,2018-10-01,Delhi,75.67,233.56,50.47,26.76,1.28,33.11,150.0,Moderate
15284,2018-10-01,Delhi,62.97,175.1,33.57,6.42,0.61,21.61,133.0,Moderate
33742,2018-10-01,Delhi,72.12,152.99,31.06,7.23,0.97,30.91,121.0,Moderate
48854,2018-10-02,Delhi,56.28,132.94,19.1,7.98,0.61,47.79,136.0,Moderate
24536,2018-10-02,Delhi,106.12,251.21,48.77,14.48,2.08,21.6,262.0,Poor
60279,2018-10-02,Bengaluru,18.66,52.65,23.17,7.8,0.87,5.32,64.0,Satisfactory
40068,2018-10-02,Delhi,60.85,183.15,60.26,9.7,1.65,25.53,166.0,Moderate
68623,2018-10-02,Bengaluru,10.38,34.07,10.23,7.21,0.64,17.73,87.0,Satisfactory
63443,2018-10-02,Bengaluru,12.86,26.83,12.32,2.32,0.44,22.56,54.0,Satisfactory
16167,2018-10-02,Delhi,65.93,205.65,49.41,22.01,1.08,54.75,186.0,Moderate
81606,2018-10-02,Jaipur,77.24,187.69,25.14,9.04,1.24,9.91,155.0,Moderate
84936,2018-10-02,Hyderabad,28.98,68.55,34.58,4.24,0.4,32.72,94.0,Satisfactory
312,2018-10-02,Amaravati,9.7,30.1,13.81,7.25,0.72,14.92,48.0,Good
43014,2018-10-02,Delhi,86.22,197.74,68.2,14.55,1.33,60.87,221.0,Poor
87569,2018-10-02,Hyderabad,38.58,83.17,66.47,4.24,0.72,6.26,98.0,Satisfactory
33743,2018-10-02,Delhi,91.51,168.85,27.32,7.71,0.87,24.86,194.0,Moderate
50618,2018-10-02,Delhi,90.6,248.02,48.26,26.38,1.35,30.17,216.0,Poor
82588,2018-10-02,Jaipur,44.18,82.98,15.39,14.11,1.47,30.64,94.0,Satisfactory
91340,2018-10-02,Hyderabad,55.57,91.57,46.5,3.05,0.73,30.32,125.0,Moderate
37425,2018-10-02,Delhi,71.5,191.4,18.75,1.58,0.9,23.66,163.0,Moderate
48124,2018-10-02,Delhi,77.08,190.83,30.99,7.19,2.31,30.24,162.0,Moderate
15285,2018-10-02,Delhi,80.9,200.36,37.71,6.42,0.76,20.01,166.0,Moderate
29240,2018-10-02,Delhi,41.69,94.56,32.92,5.39,0.66,22.03,101.0,Moderate
1774,2018-10-02,Visakhapatnam,64.0,137.38,32.38,4.75,0.49,44.3,122.0,Moderate
49736,2018-10-02,Delhi,73.79,191.08,37.04,16.11,1.53,22.53,185.0,Moderate
23654,2018-10-02,Delhi,82.52,147.17,48.81,3.91,1.11,35.9,172.0,Moderate
27329,2018-10-02,Delhi,72.64,159.83,52.58,11.46,1.34,44.55,156.0,Moderate
39338,2018-10-02,Delhi,69.33,69.33,57.24,7.59,0.99,177.35,291.0,Poor
86169,2018-10-02,Hyderabad,37.01,82.49,16.1,13.59,0.35,25.76,100.0,Satisfactory
70199,2018-10-02,Thiruvananthapuram,17.33,31.2,7.0,4.85,0.89,27.34,59.0,Satisfactory
8655,2018-10-02,Delhi,72.5,195.12,60.48,17.72,0.43,39.81,171.0,Moderate
62713,2018-10-02,Bengaluru,12.85,41.21,20.76,3.3,1.02,12.15,75.0,Satisfactory
10413,2018-10-02,Delhi,92.03,200.44,8.01,7.88,1.12,43.49,204.0,Poor
107396,2018-10-02,Kolkata,62.53,113.68,38.27,6.65,1.38,42.14,118.0,Moderate
36543,2018-10-02,Delhi,73.5,185.77,11.6,10.59,1.22,16.79,171.0,Moderate
29970,2018-10-02,Delhi,82.8,244.01,32.97,28.81,1.09,24.5,248.0,Poor
80492,2018-10-02,Jaipur,46.36,141.61,44.89,18.11,1.22,27.8,126.0,Moderate
34625,2018-10-02,Delhi,70.25,171.48,47.58,10.09,1.27,32.57,173.0,Moderate
17049,2018-10-02,Delhi,69.58,235.07,32.63,9.24,1.92,29.01,224.0,Poor
43896,2018-10-02,Delhi,101.42,220.53,29.56,18.97,1.28,15.98,223.0,Poor
32861,2018-10-02,Delhi,43.96,125.65,14.73,3.6,1.2,27.13,118.0,Moderate
72208,2018-10-02,Mumbai,49.52,116.69,36.92,15.18,2.0,49.69,111.0,Moderate
25418,2018-10-02,Delhi,66.66,168.26,38.54,11.95,1.36,36.4,155.0,Moderate
83821,2018-10-02,Hyderabad,37.86,76.07,12.32,4.44,0.41,12.93,79.0,Satisfactory
81607,2018-10-03,Jaipur,43.82,151.36,44.96,8.93,1.02,26.57,151.0,Moderate
87570,2018-10-03,Hyderabad,31.35,70.68,67.06,4.94,0.57,5.87,66.0,Satisfactory
68624,2018-10-03,Bengaluru,10.74,41.42,13.54,5.15,0.66,17.61,73.0,Satisfactory
62714,2018-10-03,Bengaluru,12.13,41.27,23.05,4.02,0.97,10.68,80.0,Satisfactory
86170,2018-10-03,Hyderabad,36.16,78.93,13.93,14.8,0.24,27.88,77.0,Satisfactory
29971,2018-10-03,Delhi,71.97,287.94,36.19,23.28,1.09,26.7,193.0,Moderate
43897,2018-10-03,Delhi,91.25,234.33,34.18,17.55,1.21,19.41,204.0,Poor
10414,2018-10-03,Delhi,79.75,210.06,8.88,9.01,1.05,46.35,168.0,Moderate
7774,2018-10-03,Delhi,67.16,291.12,125.82,23.05,2.82,32.82,221.0,Poor
16168,2018-10-03,Delhi,45.06,160.77,51.5,24.56,1.09,50.48,159.0,Moderate
83822,2018-10-03,Hyderabad,39.81,90.84,15.01,4.93,0.43,13.09,86.0,Satisfactory
39339,2018-10-03,Delhi,59.02,59.02,68.52,11.61,1.19,175.24,293.0,Poor
84937,2018-10-03,Hyderabad,30.12,69.11,31.13,3.37,0.39,36.39,65.0,Satisfactory
48855,2018-10-03,Delhi,40.5,115.16,24.0,10.14,0.66,42.06,135.0,Moderate
24537,2018-10-03,Delhi,91.12,254.25,52.99,15.18,2.1,30.47,202.0,Poor
60280,2018-10-03,Bengaluru,22.61,61.79,28.83,7.79,1.0,6.21,71.0,Satisfactory
43015,2018-10-03,Delhi,64.49,157.99,88.3,18.49,1.82,54.28,155.0,Moderate
15286,2018-10-03,Delhi,63.0,188.32,40.06,6.8,0.77,21.04,159.0,Moderate
32862,2018-10-03,Delhi,35.27,104.06,13.95,6.09,1.09,28.9,103.0,Moderate
27330,2018-10-03,Delhi,56.34,152.45,69.28,12.9,1.39,47.55,166.0,Moderate
63444,2018-10-03,Bengaluru,9.75,31.38,12.74,1.12,0.59,30.01,48.0,Good
107397,2018-10-03,Kolkata,61.41,111.2,38.11,9.27,1.45,46.57,105.0,Moderate
36544,2018-10-03,Delhi,55.71,177.77,13.29,10.84,1.14,15.43,139.0,Moderate
17050,2018-10-03,Delhi,50.46,258.56,39.65,12.18,2.13,27.69,186.0,Moderate
48125,2018-10-03,Delhi,74.04,199.79,32.3,7.92,1.21,43.92,159.0,Moderate
33744,2018-10-03,Delhi,79.71,193.85,36.69,10.75,0.93,26.6,159.0,Moderate
50619,2018-10-03,Delhi,92.31,268.77,56.03,28.76,1.52,36.61,198.0,Moderate
25419,2018-10-03,Delhi,41.7,133.1,57.07,16.53,1.34,35.65,147.0,Moderate
37426,2018-10-03,Delhi,48.76,160.19,20.31,2.25,0.92,27.32,141.0,Moderate
82589,2018-10-03,Jaipur,43.71,82.67,27.96,17.11,1.5,35.56,102.0,Moderate
91341,2018-10-03,Hyderabad,54.04,86.75,42.88,2.35,0.69,33.76,90.0,Satisfactory
70200,2018-10-03,Thiruvananthapuram,18.9,34.18,9.29,5.22,1.1,27.8,67.0,Satisfactory
40069,2018-10-03,Delhi,45.6,162.4,78.31,11.39,1.62,26.54,139.0,Moderate
29241,2018-10-03,Delhi,40.74,89.48,35.72,6.98,0.71,22.59,83.0,Satisfactory
23655,2018-10-03,Delhi,56.09,113.01,53.76,4.97,1.13,47.0,144.0,Moderate
72209,2018-10-03,Mumbai,50.87,122.42,34.0,15.28,1.95,60.44,122.0,Moderate
34626,2018-10-03,Delhi,55.43,167.98,59.06,10.8,1.6,35.69,142.0,Moderate
80493,2018-10-03,Jaipur,35.71,119.25,39.53,12.85,0.91,43.28,123.0,Moderate
8656,2018-10-03,Delhi,66.19,202.52,66.73,17.96,0.51,49.24,159.0,Moderate
49737,2018-10-03,Delhi,81.53,222.04,43.95,16.78,1.74,42.27,164.0,Moderate
37427,2018-10-04,Delhi,95.88,228.8,22.51,3.43,1.29,33.14,178.0,Moderate
70201,2018-10-04,Thiruvananthapuram,14.12,29.82,11.08,5.37,0.86,28.68,72.0,Satisfactory
72210,2018-10-04,Mumbai,43.4,99.57,29.79,18.74,2.09,47.73,110.0,Moderate
1776,2018-10-04,Visakhapatnam,62.23,141.49,37.26,3.19,0.66,18.47,117.0,Moderate
84938,2018-10-04,Hyderabad,30.09,74.28,33.57,1.69,0.4,35.6,74.0,Satisfactory
25420,2018-10-04,Delhi,78.92,185.45,74.64,20.48,1.76,41.1,152.0,Moderate
60281,2018-10-04,Bengaluru,24.86,57.36,27.71,7.65,1.2,2.66,77.0,Satisfactory
91342,2018-10-04,Hyderabad,58.32,98.73,43.88,3.01,0.7,35.72,93.0,Satisfactory
32863,2018-10-04,Delhi,67.71,185.31,16.39,6.96,1.31,28.31,130.0,Moderate
48126,2018-10-04,Delhi,95.83,238.04,31.27,9.85,1.45,42.27,200.0,Moderate
34627,2018-10-04,Delhi,100.79,238.86,63.33,18.88,1.93,40.94,192.0,Moderate
48856,2018-10-04,Delhi,70.92,164.06,27.81,11.17,1.0,58.87,176.0,Moderate
43016,2018-10-04,Delhi,98.79,234.2,91.0,15.9,1.68,58.8,201.0,Poor
29242,2018-10-04,Delhi,80.59,140.32,41.56,6.31,0.78,26.71,134.0,Moderate
29972,2018-10-04,Delhi,130.86,343.54,43.99,20.41,1.38,42.27,260.0,Poor
43898,2018-10-04,Delhi,124.51,301.23,46.18,18.87,1.78,35.15,256.0,Poor
23656,2018-10-04,Delhi,105.85,155.54,65.64,8.27,0.99,55.66,190.0,Moderate
10415,2018-10-04,Delhi,103.62,281.95,10.79,7.68,1.31,38.66,200.0,Moderate
49738,2018-10-04,Delhi,142.6,295.15,47.37,21.01,1.86,37.59,298.0,Poor
8657,2018-10-04,Delhi,92.93,238.11,73.32,21.59,0.4,34.48,189.0,Moderate
107398,2018-10-04,Kolkata,79.58,140.16,62.66,8.72,1.61,34.78,145.0,Moderate
62715,2018-10-04,Bengaluru,19.93,41.68,21.87,3.98,1.03,5.22,79.0,Satisfactory
36545,2018-10-04,Delhi,97.06,245.83,12.97,11.95,1.46,22.28,185.0,Moderate
27331,2018-10-04,Delhi,81.7,219.68,76.35,16.17,1.79,30.21,170.0,Moderate
7775,2018-10-04,Delhi,132.77,327.29,115.56,20.98,3.64,56.41,291.0,Poor
82590,2018-10-04,Jaipur,38.17,65.67,30.09,11.56,1.15,54.43,91.0,Satisfactory
39340,2018-10-04,Delhi,169.26,169.26,81.66,12.63,1.49,234.99,319.0,Very Poor
86171,2018-10-04,Hyderabad,39.54,86.76,15.3,11.83,0.4,27.47,85.0,Satisfactory
50620,2018-10-04,Delhi,106.12,293.17,52.4,30.29,1.66,43.23,234.0,Poor
87571,2018-10-04,Hyderabad,37.14,78.57,68.7,4.75,0.47,6.69,81.0,Satisfactory
17051,2018-10-04,Delhi,83.7,353.01,48.98,11.25,2.48,43.79,256.0,Poor
33745,2018-10-04,Delhi,129.82,290.31,54.15,8.39,1.23,41.38,256.0,Poor
68625,2018-10-04,Bengaluru,14.44,38.2,14.18,9.97,0.79,13.45,92.0,Satisfactory
83823,2018-10-04,Hyderabad,39.75,90.91,14.73,4.45,0.39,14.52,90.0,Satisfactory
15287,2018-10-04,Delhi,85.3,254.53,57.49,5.53,1.02,30.51,179.0,Moderate
16169,2018-10-04,Delhi,75.98,235.01,53.38,25.46,1.24,62.9,207.0,Poor
81608,2018-10-04,Jaipur,57.83,110.07,49.09,10.14,1.07,38.65,114.0,Moderate
40070,2018-10-04,Delhi,82.27,225.25,76.42,13.32,1.77,39.44,190.0,Moderate
63445,2018-10-04,Bengaluru,13.1,28.59,15.64,1.64,0.56,11.66,41.0,Good
24538,2018-10-04,Delhi,113.38,270.54,59.88,17.58,2.27,38.97,254.0,Poor
80494,2018-10-04,Jaipur,31.96,86.04,28.87,7.75,0.71,60.3,97.0,Satisfactory
68626,2018-10-05,Bengaluru,10.04,37.74,13.1,11.53,0.74,9.62,71.0,Satisfactory
81609,2018-10-05,Jaipur,61.37,120.85,50.1,11.44,1.01,33.3,109.0,Moderate
87572,2018-10-05,Hyderabad,38.09,101.5,68.89,4.61,0.47,13.49,84.0,Satisfactory
86172,2018-10-05,Hyderabad,39.27,100.66,15.85,13.8,0.35,30.99,87.0,Satisfactory
60282,2018-10-05,Bengaluru,22.45,62.86,37.68,7.62,1.17,2.43,90.0,Satisfactory
24539,2018-10-05,Delhi,154.5,311.79,53.2,17.23,2.3,38.0,312.0,Very Poor
43017,2018-10-05,Delhi,131.15,285.15,115.87,17.35,2.19,61.35,278.0,Poor
1777,2018-10-05,Visakhapatnam,57.35,154.36,42.21,3.3,0.57,21.5,130.0,Moderate
27332,2018-10-05,Delhi,93.76,263.42,81.15,16.41,2.62,38.33,216.0,Poor
37428,2018-10-05,Delhi,118.53,263.9,24.34,3.45,1.72,35.19,275.0,Poor
48127,2018-10-05,Delhi,122.45,266.79,31.08,10.38,1.77,42.28,286.0,Poor
39341,2018-10-05,Delhi,112.68,112.68,89.52,15.04,1.64,285.31,341.0,Very Poor
25421,2018-10-05,Delhi,68.98,201.38,84.47,21.5,2.52,36.93,192.0,Moderate
29973,2018-10-05,Delhi,218.46,450.0,46.78,21.78,1.59,27.09,425.0,Severe
34628,2018-10-05,Delhi,128.4,277.31,75.9,19.33,2.55,46.83,284.0,Poor
43899,2018-10-05,Delhi,147.28,302.79,49.08,22.43,2.26,23.52,318.0,Very Poor
50621,2018-10-05,Delhi,131.21,324.58,48.38,30.96,1.69,40.58,301.0,Very Poor
17052,2018-10-05,Delhi,130.48,414.0,58.95,11.36,3.29,53.51,371.0,Very Poor
33746,2018-10-05,Delhi,153.5,298.66,49.03,18.15,1.15,34.64,326.0,Very Poor
36546,2018-10-05,Delhi,137.15,306.62,16.67,15.2,2.1,30.24,291.0,Poor
40071,2018-10-05,Delhi,91.02,220.31,71.43,15.42,2.01,40.28,180.0,Moderate
29243,2018-10-05,Delhi,99.1,168.91,41.27,5.34,0.77,27.75,200.0,Moderate
15288,2018-10-05,Delhi,116.9,271.4,55.06,6.72,1.2,23.5,257.0,Poor
16170,2018-10-05,Delhi,106.8,301.59,88.91,29.69,1.87,36.15,212.0,Poor
49739,2018-10-05,Delhi,149.6,287.88,44.46,19.41,1.63,23.39,318.0,Very Poor
8658,2018-10-05,Delhi,118.01,265.08,73.64,23.71,0.58,53.45,266.0,Poor
62716,2018-10-05,Bengaluru,13.15,33.68,16.79,3.08,1.06,5.01,73.0,Satisfactory
7776,2018-10-05,Delhi,142.73,380.19,121.5,20.55,2.17,39.3,342.0,Very Poor
107399,2018-10-05,Kolkata,91.06,147.47,51.91,5.49,2.01,33.31,188.0,Moderate
315,2018-10-05,Amaravati,25.88,56.44,17.79,12.41,0.84,27.48,56.0,Satisfactory
10416,2018-10-05,Delhi,129.24,310.43,13.71,11.79,1.44,50.87,303.0,Very Poor
63446,2018-10-05,Bengaluru,7.57,21.64,12.98,1.8,0.52,10.94,34.0,Good
70202,2018-10-05,Thiruvananthapuram,20.59,39.69,20.9,4.93,0.95,5.93,54.0,Satisfactory
91343,2018-10-05,Hyderabad,57.9,115.48,45.18,3.12,0.6,40.61,104.0,Moderate
82591,2018-10-05,Jaipur,41.0,80.47,26.17,10.9,1.28,45.06,92.0,Satisfactory
80495,2018-10-05,Jaipur,35.63,107.27,35.17,8.11,0.86,47.81,103.0,Moderate
48857,2018-10-05,Delhi,100.42,196.38,36.95,15.69,1.28,31.61,184.0,Moderate
32864,2018-10-05,Delhi,109.33,254.18,24.69,13.63,1.71,24.87,222.0,Poor
84939,2018-10-05,Hyderabad,33.31,92.69,36.92,4.87,0.39,39.51,78.0,Satisfactory
83824,2018-10-05,Hyderabad,39.11,106.59,15.76,4.72,0.38,19.28,95.0,Satisfactory
72211,2018-10-05,Mumbai,42.12,103.91,29.9,15.77,2.14,41.95,106.0,Moderate
70203,2018-10-06,Thiruvananthapuram,30.33,50.39,8.2,5.57,1.16,8.34,82.0,Satisfactory
29974,2018-10-06,Delhi,99.15,355.52,40.28,23.92,1.15,16.32,322.0,Very Poor
40072,2018-10-06,Delhi,71.9,215.38,68.18,11.2,1.97,16.13,197.0,Moderate
49740,2018-10-06,Delhi,77.02,184.06,31.0,18.33,1.04,25.21,238.0,Poor
83825,2018-10-06,Hyderabad,54.72,127.98,21.04,5.14,0.5,16.59,116.0,Moderate
36547,2018-10-06,Delhi,84.4,207.75,14.71,10.23,1.41,18.14,255.0,Poor
86173,2018-10-06,Hyderabad,58.75,145.15,21.66,20.35,0.39,29.19,121.0,Moderate
68627,2018-10-06,Bengaluru,8.04,33.39,12.9,6.06,0.64,10.75,74.0,Satisfactory
33747,2018-10-06,Delhi,93.03,168.4,33.12,6.28,0.82,19.25,280.0,Poor
15289,2018-10-06,Delhi,88.16,214.06,34.86,5.91,0.77,16.36,242.0,Poor
87573,2018-10-06,Hyderabad,58.97,144.97,81.47,6.42,0.79,11.1,119.0,Moderate
316,2018-10-06,Amaravati,49.7,109.35,25.91,14.31,0.76,46.63,80.0,Satisfactory
63447,2018-10-06,Bengaluru,5.72,19.46,13.15,1.56,0.55,12.46,36.0,Good
84940,2018-10-06,Hyderabad,47.9,119.64,42.51,5.8,0.49,43.86,108.0,Moderate
72212,2018-10-06,Mumbai,48.16,122.98,29.55,16.84,2.13,41.35,117.0,Moderate
81610,2018-10-06,Jaipur,69.0,145.54,42.5,9.12,1.14,29.84,125.0,Moderate
107400,2018-10-06,Kolkata,99.65,161.16,51.44,5.52,2.75,29.99,220.0,Poor
16171,2018-10-06,Delhi,79.85,230.92,69.24,28.77,1.84,42.32,233.0,Poor
8659,2018-10-06,Delhi,74.28,181.83,75.52,22.63,0.39,35.81,220.0,Poor
62717,2018-10-06,Bengaluru,16.17,35.89,21.5,3.48,1.19,3.53,79.0,Satisfactory
29244,2018-10-06,Delhi,75.83,118.43,31.3,6.06,0.61,20.68,192.0,Moderate
1778,2018-10-06,Visakhapatnam,78.54,181.76,46.02,3.7,0.68,26.83,149.0,Moderate
43900,2018-10-06,Delhi,97.92,204.71,28.74,19.73,1.15,14.3,291.0,Poor
34629,2018-10-06,Delhi,84.72,204.07,54.54,11.36,1.68,42.86,254.0,Poor
23658,2018-10-06,Delhi,87.31,148.34,56.46,4.79,1.24,28.63,191.0,Moderate
10417,2018-10-06,Delhi,93.59,204.95,9.71,8.22,1.13,35.5,255.0,Poor
25422,2018-10-06,Delhi,43.54,147.48,62.54,15.1,1.51,36.91,158.0,Moderate
80496,2018-10-06,Jaipur,32.9,104.32,34.47,6.13,0.76,48.0,103.0,Moderate
27333,2018-10-06,Delhi,70.36,189.96,67.04,12.4,1.7,39.63,181.0,Moderate
48128,2018-10-06,Delhi,74.08,222.46,28.54,8.18,1.67,27.98,224.0,Poor
39342,2018-10-06,Delhi,68.89,68.89,64.61,16.26,0.99,184.69,307.0,Very Poor
43018,2018-10-06,Delhi,101.17,247.74,82.32,17.36,1.76,57.46,280.0,Poor
32865,2018-10-06,Delhi,65.6,151.0,17.58,6.23,1.37,12.1,192.0,Moderate
82592,2018-10-06,Jaipur,36.0,107.93,21.38,14.51,0.92,56.15,81.0,Satisfactory
50622,2018-10-06,Delhi,106.71,274.46,49.48,25.55,1.32,25.97,294.0,Poor
24540,2018-10-06,Delhi,109.35,240.84,51.09,14.76,1.94,21.44,303.0,Very Poor
48858,2018-10-06,Delhi,63.24,137.41,23.26,8.28,0.88,47.56,207.0,Poor
60283,2018-10-06,Bengaluru,18.52,51.67,24.15,7.45,1.05,2.02,78.0,Satisfactory
37429,2018-10-06,Delhi,76.05,196.12,20.53,2.22,1.15,22.4,221.0,Poor
91344,2018-10-06,Hyderabad,72.39,143.53,51.82,3.68,0.75,38.05,126.0,Moderate
17053,2018-10-06,Delhi,81.02,289.99,42.1,15.73,2.38,32.96,306.0,Very Poor
15290,2018-10-07,Delhi,83.93,226.14,32.59,5.57,0.76,22.01,178.0,Moderate
107401,2018-10-07,Kolkata,101.69,161.62,49.66,9.67,3.04,30.2,250.0,Poor
32866,2018-10-07,Delhi,56.11,165.89,15.72,7.17,1.25,18.01,160.0,Moderate
34630,2018-10-07,Delhi,90.97,231.14,57.73,13.53,1.68,52.76,194.0,Moderate
50623,2018-10-07,Delhi,91.27,264.98,42.97,28.58,1.29,40.47,205.0,Poor
10418,2018-10-07,Delhi,107.44,254.79,10.63,10.15,1.16,56.24,219.0,Poor
16172,2018-10-07,Delhi,78.66,245.21,66.83,22.17,1.41,40.02,202.0,Poor
81611,2018-10-07,Jaipur,65.05,141.23,45.55,8.95,0.91,48.45,129.0,Moderate
1779,2018-10-07,Visakhapatnam,69.29,155.0,32.8,3.7,0.55,37.8,153.0,Moderate
91345,2018-10-07,Hyderabad,79.06,148.79,53.19,3.44,0.78,38.41,155.0,Moderate
49741,2018-10-07,Delhi,90.06,238.5,30.63,20.9,1.28,33.68,170.0,Moderate
80497,2018-10-07,Jaipur,33.66,105.56,35.68,6.23,0.73,56.96,111.0,Moderate
60284,2018-10-07,Bengaluru,26.25,60.3,26.05,7.16,0.93,5.27,64.0,Satisfactory
8660,2018-10-07,Delhi,64.52,236.4,73.16,28.4,0.43,54.79,170.0,Moderate
29245,2018-10-07,Delhi,70.44,133.08,36.95,6.05,0.58,25.17,130.0,Moderate
62718,2018-10-07,Bengaluru,21.6,55.17,27.96,3.49,0.92,12.38,73.0,Satisfactory
24541,2018-10-07,Delhi,118.39,297.29,57.08,18.38,1.84,43.99,269.0,Poor
84941,2018-10-07,Hyderabad,63.29,132.77,41.81,3.92,0.52,39.92,119.0,Moderate
43019,2018-10-07,Delhi,99.09,259.64,87.37,19.43,1.94,56.54,218.0,Poor
27334,2018-10-07,Delhi,83.4,215.29,67.0,14.89,1.97,44.95,170.0,Moderate
82593,2018-10-07,Jaipur,36.09,91.34,22.66,14.65,1.09,74.32,114.0,Moderate
86174,2018-10-07,Hyderabad,64.84,143.34,20.32,11.39,0.39,27.64,129.0,Moderate
43901,2018-10-07,Delhi,105.85,247.49,28.1,21.65,1.22,20.18,215.0,Poor
39343,2018-10-07,Delhi,71.49,71.49,71.53,12.62,1.02,211.83,309.0,Very Poor
25423,2018-10-07,Delhi,46.91,171.22,64.59,17.32,1.5,43.66,150.0,Moderate
36548,2018-10-07,Delhi,81.5,221.71,13.88,10.78,1.31,20.56,173.0,Moderate
72213,2018-10-07,Mumbai,54.76,118.68,31.68,22.58,1.89,52.25,112.0,Moderate
33748,2018-10-07,Delhi,101.94,219.09,37.39,7.62,0.83,31.28,196.0,Moderate
23659,2018-10-07,Delhi,82.79,152.45,57.26,6.58,1.33,44.94,173.0,Moderate
17054,2018-10-07,Delhi,80.55,314.75,40.88,13.87,2.4,63.86,231.0,Poor
87574,2018-10-07,Hyderabad,67.54,145.31,76.69,7.16,0.32,8.99,132.0,Moderate
37430,2018-10-07,Delhi,73.46,210.83,18.67,3.65,0.93,29.56,161.0,Moderate
40073,2018-10-07,Delhi,69.25,208.92,69.42,14.51,1.65,29.86,171.0,Moderate
83826,2018-10-07,Hyderabad,63.46,130.12,18.56,5.99,0.48,19.41,123.0,Moderate
48859,2018-10-07,Delhi,62.04,158.62,21.2,10.15,0.88,56.98,186.0,Moderate
29975,2018-10-07,Delhi,95.71,299.58,34.91,20.99,1.09,28.96,286.0,Poor
63448,2018-10-07,Bengaluru,15.0,44.5,24.05,1.8,0.8,10.29,40.0,Good
48129,2018-10-07,Delhi,92.75,270.12,29.25,10.05,1.51,36.99,195.0,Moderate
317,2018-10-07,Amaravati,68.66,163.06,36.24,10.92,0.86,28.42,121.0,Moderate
68628,2018-10-07,Bengaluru,18.48,45.31,12.47,7.34,0.4,19.14,58.0,Satisfactory
70204,2018-10-07,Thiruvananthapuram,12.48,24.47,6.03,3.92,1.03,8.3,62.0,Satisfactory
29976,2018-10-08,Delhi,125.4,373.23,51.96,29.47,1.35,36.98,294.0,Poor
15291,2018-10-08,Delhi,119.73,278.78,45.64,6.17,1.02,26.32,256.0,Poor
62719,2018-10-08,Bengaluru,34.79,71.6,25.26,3.48,0.83,20.19,80.0,Satisfactory
17055,2018-10-08,Delhi,127.0,422.0,68.35,15.53,2.61,66.82,342.0,Very Poor
23660,2018-10-08,Delhi,122.28,205.21,72.96,7.51,1.52,39.4,258.0,Poor
40074,2018-10-08,Delhi,90.23,213.23,89.07,12.59,1.71,41.2,187.0,Moderate
84942,2018-10-08,Hyderabad,62.52,140.16,42.13,4.81,0.5,42.82,124.0,Moderate
29246,2018-10-08,Delhi,104.89,170.74,46.79,6.5,0.95,29.17,204.0,Poor
36549,2018-10-08,Delhi,133.29,310.12,16.85,12.38,1.53,36.38,256.0,Poor
83827,2018-10-08,Hyderabad,59.93,132.32,16.67,6.75,0.43,20.26,119.0,Moderate
25424,2018-10-08,Delhi,62.65,207.73,86.31,21.27,1.92,56.91,191.0,Moderate
50624,2018-10-08,Delhi,150.2,363.44,56.39,28.65,1.6,47.2,293.0,Poor
82594,2018-10-08,Jaipur,39.72,80.22,33.78,15.02,1.32,64.87,118.0,Moderate
33749,2018-10-08,Delhi,148.07,311.61,50.51,14.94,1.0,38.38,302.0,Very Poor
86175,2018-10-08,Hyderabad,67.12,151.52,23.02,54.21,0.42,26.26,134.0,Moderate
49742,2018-10-08,Delhi,165.6,357.65,34.4,22.16,2.48,62.37,316.0,Very Poor
32867,2018-10-08,Delhi,93.57,231.65,25.5,9.68,1.63,7.41,173.0,Moderate
91346,2018-10-08,Hyderabad,79.89,146.54,49.58,2.6,0.74,40.33,163.0,Moderate
39344,2018-10-08,Delhi,110.71,110.71,95.63,15.77,1.35,280.6,324.0,Very Poor
43020,2018-10-08,Delhi,144.21,334.68,105.57,19.74,2.37,59.23,290.0,Poor
72214,2018-10-08,Mumbai,48.6,106.14,31.1,20.49,1.76,64.18,109.0,Moderate
37431,2018-10-08,Delhi,135.52,279.2,20.5,4.56,1.04,46.92,273.0,Poor
87575,2018-10-08,Hyderabad,67.11,151.1,78.74,8.9,0.91,9.4,132.0,Moderate
